Mod:Item:MetaData, Localized Name
overloaded:compressed_cobblestone:7, 8x Compressed Air
overloaded:compressed_cobblestone:8, 9x Compressed Air
overloaded:compressed_cobblestone:9, 10x Compressed Air
overloaded:compressed_cobblestone:10, 11x Compressed Air
overloaded:compressed_cobblestone:11, 12x Compressed Air
overloaded:compressed_cobblestone:12, 13x Compressed Air
overloaded:compressed_cobblestone:13, 14x Compressed Air
overloaded:compressed_cobblestone:14, 15x Compressed Air
overloaded:compressed_cobblestone:15, 16x Compressed Air
overloaded:compressed_sand:0, 1x Compressed Air
overloaded:compressed_sand:1, 2x Compressed Air
overloaded:compressed_sand:2, 3x Compressed Air
overloaded:compressed_sand:3, 4x Compressed Air
overloaded:compressed_sand:4, 5x Compressed Air
overloaded:compressed_sand:5, 6x Compressed Air
overloaded:compressed_sand:6, 7x Compressed Air
overloaded:compressed_sand:7, 8x Compressed Air
overloaded:compressed_sand:8, 9x Compressed Air
overloaded:compressed_sand:9, 10x Compressed Air
overloaded:compressed_sand:10, 11x Compressed Air
overloaded:compressed_sand:11, 12x Compressed Air
overloaded:compressed_sand:12, 13x Compressed Air
overloaded:compressed_sand:13, 14x Compressed Air
overloaded:compressed_sand:14, 15x Compressed Air
overloaded:compressed_sand:15, 16x Compressed Air
overloaded:compressed_stone:0, 1x Compressed Air
overloaded:compressed_stone:1, 2x Compressed Air
overloaded:compressed_stone:2, 3x Compressed Air
overloaded:compressed_stone:3, 4x Compressed Air
overloaded:compressed_stone:4, 5x Compressed Air
overloaded:compressed_stone:5, 6x Compressed Air
overloaded:compressed_stone:6, 7x Compressed Air
overloaded:compressed_stone:7, 8x Compressed Air
overloaded:compressed_stone:8, 9x Compressed Air
overloaded:compressed_stone:9, 10x Compressed Air
overloaded:compressed_stone:10, 11x Compressed Air
overloaded:compressed_stone:11, 12x Compressed Air
overloaded:compressed_stone:12, 13x Compressed Air
overloaded:compressed_stone:13, 14x Compressed Air
overloaded:compressed_stone:14, 15x Compressed Air
overloaded:compressed_stone:15, 16x Compressed Air
overloaded:compressed_obsidian:0, 1x Compressed Air
overloaded:compressed_obsidian:1, 2x Compressed Air
overloaded:compressed_obsidian:2, 3x Compressed Air
overloaded:compressed_obsidian:3, 4x Compressed Air
overloaded:compressed_obsidian:4, 5x Compressed Air
overloaded:compressed_obsidian:5, 6x Compressed Air
overloaded:compressed_obsidian:6, 7x Compressed Air
overloaded:compressed_obsidian:7, 8x Compressed Air
overloaded:compressed_obsidian:8, 9x Compressed Air
overloaded:compressed_obsidian:9, 10x Compressed Air
overloaded:compressed_obsidian:10, 11x Compressed Air
overloaded:compressed_obsidian:11, 12x Compressed Air
overloaded:compressed_obsidian:12, 13x Compressed Air
overloaded:compressed_obsidian:13, 14x Compressed Air
overloaded:compressed_obsidian:14, 15x Compressed Air
overloaded:compressed_obsidian:15, 16x Compressed Air
overloaded:compressed_netherrack:0, 1x Compressed Air
overloaded:compressed_netherrack:1, 2x Compressed Air
overloaded:compressed_netherrack:2, 3x Compressed Air
overloaded:compressed_netherrack:3, 4x Compressed Air
overloaded:compressed_netherrack:4, 5x Compressed Air
overloaded:compressed_netherrack:5, 6x Compressed Air
overloaded:compressed_netherrack:6, 7x Compressed Air
overloaded:compressed_netherrack:7, 8x Compressed Air
overloaded:compressed_netherrack:8, 9x Compressed Air
overloaded:compressed_netherrack:9, 10x Compressed Air
overloaded:compressed_netherrack:10, 11x Compressed Air
overloaded:compressed_netherrack:11, 12x Compressed Air
overloaded:compressed_netherrack:12, 13x Compressed Air
overloaded:compressed_netherrack:13, 14x Compressed Air
overloaded:compressed_netherrack:14, 15x Compressed Air
overloaded:compressed_netherrack:15, 16x Compressed Air
overloaded:compressed_dirt:0, 1x Compressed Air
overloaded:compressed_dirt:1, 2x Compressed Air
overloaded:compressed_dirt:2, 3x Compressed Air
overloaded:compressed_dirt:3, 4x Compressed Air
overloaded:compressed_dirt:4, 5x Compressed Air
overloaded:compressed_dirt:5, 6x Compressed Air
overloaded:compressed_dirt:6, 7x Compressed Air
overloaded:compressed_dirt:7, 8x Compressed Air
overloaded:compressed_dirt:8, 9x Compressed Air
overloaded:compressed_dirt:9, 10x Compressed Air
overloaded:compressed_dirt:10, 11x Compressed Air
overloaded:compressed_dirt:11, 12x Compressed Air
overloaded:compressed_dirt:12, 13x Compressed Air
overloaded:compressed_dirt:13, 14x Compressed Air
overloaded:compressed_dirt:14, 15x Compressed Air
overloaded:compressed_dirt:15, 16x Compressed Air
overloaded:compressed_gravel:0, 1x Compressed Air
overloaded:compressed_gravel:1, 2x Compressed Air
overloaded:compressed_gravel:2, 3x Compressed Air
overloaded:compressed_gravel:3, 4x Compressed Air
overloaded:compressed_gravel:4, 5x Compressed Air
overloaded:compressed_gravel:5, 6x Compressed Air
overloaded:compressed_gravel:6, 7x Compressed Air
overloaded:compressed_gravel:7, 8x Compressed Air
overloaded:compressed_gravel:8, 9x Compressed Air
overloaded:compressed_gravel:9, 10x Compressed Air
overloaded:compressed_gravel:10, 11x Compressed Air
overloaded:compressed_gravel:11, 12x Compressed Air
overloaded:compressed_gravel:12, 13x Compressed Air
overloaded:compressed_gravel:13, 14x Compressed Air
overloaded:compressed_gravel:14, 15x Compressed Air
overloaded:compressed_gravel:15, 16x Compressed Air
pneumaticcraft:logistic_frame_active_provider, Logistic Active Provider Frame
pneumaticcraft:logistic_frame_passive_provider, Logistic Passive Provider Frame
pneumaticcraft:logistic_frame_storage, Logistic Storage Frame
pneumaticcraft:logistic_frame_default_storage, Logistic Default Storage Frame
pneumaticcraft:logistic_frame_requester, Logistic Requester Frame
pneumaticcraft:heat_frame, Heat Frame
pneumaticcraft:spawner_agitator, Spawner Agitator
pneumaticcraft:crop_support, Crop Support
pneumaticcraft:transfer_gadget, Transfer Gadget
pneumaticcraft:fluid.etchacid, Etching Acid
pneumaticcraft:fluid.plastic, Plastic
pneumaticcraft:fluid.kerosene, Kerosene
pneumaticcraft:fluid.lpg, LPG
pneumaticcraft:gps_tool, GPS Tool
pneumaticcraft:gps_area_tool, GPS Area Tool
pneumaticcraft:ingot_iron_compressed, Compressed Iron Ingot
pneumaticcraft:pressure_gauge, Pressure Gauge
pneumaticcraft:stone_base, Stone Base
pneumaticcraft:cannon_barrel, Cannon Barrel
pneumaticcraft:turbine_blade, Turbine Blade
pneumaticcraft:plastic:0, Black Plastic
pneumaticcraft:plastic:1, Red Plastic
pneumaticcraft:plastic:2, Green Plastic
pneumaticcraft:plastic:3, Brown Plastic
pneumaticcraft:plastic:4, Blue Plastic
pneumaticcraft:plastic:5, Purple Plastic
pneumaticcraft:plastic:6, Cyan Plastic
pneumaticcraft:plastic:7, Light Gray Plastic
pneumaticcraft:plastic:8, Gray Plastic
pneumaticcraft:plastic:9, Pink Plastic
pneumaticcraft:plastic:10, Lime Plastic
pneumaticcraft:plastic:11, Yellow Plastic
pneumaticcraft:plastic:12, Light Blue Plastic
pneumaticcraft:plastic:13, Magenta Plastic
pneumaticcraft:plastic:14, Orange Plastic
pneumaticcraft:plastic:15, White Plastic
pneumaticcraft:air_canister, Air Canister
pneumaticcraft:reinforced_air_canister, Reinforced Air Canister
pneumaticcraft:vortex_cannon, Vortex Cannon
pneumaticcraft:pneumatic_cylinder, Pneumatic Cylinder
pneumaticcraft:pneumatic_helmet, Pneumatic Helmet
pneumaticcraft:pneumatic_chestplate, Pneumatic Chestplate
pneumaticcraft:pneumatic_leggings, Pneumatic Leggings
pneumaticcraft:pneumatic_boots, Pneumatic Boots
pneumaticcraft:manometer, Manometer
pneumaticcraft:turbine_rotor, Turbine Rotor
pneumaticcraft:assembly_program:0, Assembly Program: Drill
pneumaticcraft:assembly_program:1, Assembly Program: Laser
pneumaticcraft:assembly_program:2, Assembly Program: Drill & Laser
pneumaticcraft:empty_pcb:0, Empty PCB
pneumaticcraft:empty_pcb:100, Empty PCB
pneumaticcraft:unassembled_pcb, Unassembled PCB
pneumaticcraft:pcb_blueprint, PCB Blueprint
pneumaticcraft:transistor, Transistor
pneumaticcraft:capacitor, Capacitor
pneumaticcraft:printed_circuit_board, Printed Circuit Board
pneumaticcraft:failed_pcb, Failed PCB
pneumaticcraft:network_component:0, Diagnostic Subroutine
pneumaticcraft:network_component:1, Network API
pneumaticcraft:network_component:2, Network Data Storage
pneumaticcraft:network_component:3, Network IO Port
pneumaticcraft:network_component:4, Network Registry
pneumaticcraft:network_component:5, Network Node
pneumaticcraft:stop_worm, STOP! Worm
pneumaticcraft:nuke_virus, Nuke Virus
pneumaticcraft:compressed_iron_gear, Compressed Iron Gear
pneumaticcraft:pneumatic_wrench, Pneumatic Wrench
pneumaticcraft:drone, Drone
pneumaticcraft:programming_puzzle:1, Red Programming Puzzle
pneumaticcraft:programming_puzzle:2, Green Programming Puzzle
pneumaticcraft:programming_puzzle:3, Brown Programming Puzzle
pneumaticcraft:programming_puzzle:4, Blue Programming Puzzle
pneumaticcraft:programming_puzzle:5, Purple Programming Puzzle
pneumaticcraft:programming_puzzle:6, Cyan Programming Puzzle
pneumaticcraft:programming_puzzle:8, Gray Programming Puzzle
pneumaticcraft:programming_puzzle:9, Pink Programming Puzzle
pneumaticcraft:programming_puzzle:10, Lime Programming Puzzle
pneumaticcraft:programming_puzzle:11, Yellow Programming Puzzle
pneumaticcraft:programming_puzzle:12, Light Blue Programming Puzzle
pneumaticcraft:programming_puzzle:14, Orange Programming Puzzle
pneumaticcraft:programming_puzzle:15, White Programming Puzzle
pneumaticcraft:advanced_pcb, Advanced PCB
pneumaticcraft:remote, Remote
pneumaticcraft:seismic_sensor, Seismic Sensor
pneumaticcraft:logistics_configurator, Logistics Configurator
pneumaticcraft:logistic_drone, Logistic Drone
pneumaticcraft:harvesting_drone, Harvesting Drone
pneumaticcraft:gun_ammo, Minigun Ammo
pneumaticcraft:gun_ammo_incendiary, Incendiary Minigun Ammo
pneumaticcraft:gun_ammo_weighted, Weighted Minigun Ammo
pneumaticcraft:gun_ammo_ap, Armor-Piercing Minigun Ammo
pneumaticcraft:gun_ammo_explosive, Explosive Minigun Ammo
pneumaticcraft:gun_ammo_freezing, Freezing Minigun Ammo
pneumaticcraft:amadron_tablet, Amadron Tablet
pneumaticcraft:minigun, Minigun
pneumaticcraft:camo_applicator, Camouflage Applicator
pneumaticcraft:micromissiles, Micromissiles
pneumaticcraft:volume_upgrade, Volume Upgrade
pneumaticcraft:dispenser_upgrade, Dispenser Upgrade
pneumaticcraft:item_life_upgrade, Item Life Upgrade
pneumaticcraft:entity_tracker_upgrade, Entity Tracker Upgrade
pneumaticcraft:block_tracker_upgrade, Block Tracker Upgrade
pneumaticcraft:speed_upgrade, Speed Upgrade
pneumaticcraft:search_upgrade, Item Search Upgrade
pneumaticcraft:coordinate_tracker_upgrade, Coordinate Tracker Upgrade
pneumaticcraft:range_upgrade, Range Upgrade
pneumaticcraft:security_upgrade, Security Upgrade
pneumaticcraft:magnet_upgrade, Magnet Upgrade
pneumaticcraft:charging_upgrade, Charging Upgrade
pneumaticcraft:armor_upgrade, Armor Upgrade
pneumaticcraft:jet_boots_upgrade, Jet Boots Upgrade
pneumaticcraft:night_vision_upgrade, Night Vision Upgrade
pneumaticcraft:scuba_upgrade, SCUBA Upgrade
pneumaticcraft:creative_upgrade, Creative Supply Upgrade
pneumaticcraft:pressure_tube, Pressure Tube
pneumaticcraft:advanced_pressure_tube, Advanced Pressure Tube
pneumaticcraft:air_compressor, Air Compressor
pneumaticcraft:advanced_air_compressor, Advanced Air Compressor
pneumaticcraft:air_cannon, Air Cannon
pneumaticcraft:pressure_chamber_wall, Pressure Chamber Wall
pneumaticcraft:pressure_chamber_glass, Pressure Chamber Glass
pneumaticcraft:pressure_chamber_valve, Pressure Chamber Valve
pneumaticcraft:charging_station, Charging Station
pneumaticcraft:elevator_base, Elevator Base
pneumaticcraft:elevator_frame, Elevator Frame
pneumaticcraft:pressure_chamber_interface, Pressure Chamber Interface
pneumaticcraft:vacuum_pump, Vacuum Pump
pneumaticcraft:pneumatic_door_base, Pneumatic Door Base
pneumaticcraft:pneumatic_door, Pneumatic Door
pneumaticcraft:assembly_io_unit, Assembly IO Unit
pneumaticcraft:assembly_platform, Assembly Platform
pneumaticcraft:assembly_drill, Assembly Drill
pneumaticcraft:assembly_laser, Assembly Laser
pneumaticcraft:assembly_controller, Assembly Controller
pneumaticcraft:compressed_iron_block, Block of Compressed Iron
pneumaticcraft:uv_light_box, UV Light Box
pneumaticcraft:security_station, Security Station
pneumaticcraft:universal_sensor, Universal Sensor
pneumaticcraft:aerial_interface, Aerial Interface
pneumaticcraft:electrostatic_compressor, Electrostatic Compressor
pneumaticcraft:aphorism_tile, Aphorism Tile
pneumaticcraft:omnidirectional_hopper, Omnidirectional Hopper
pneumaticcraft:liquid_hopper, Liquid Hopper
pneumaticcraft:elevator_caller, Elevator Caller
pneumaticcraft:programmer, Programmer
pneumaticcraft:creative_compressor, Creative Compressor
pneumaticcraft:plastic_mixer, Plastic Mixer
pneumaticcraft:liquid_compressor, Liquid Compressor
pneumaticcraft:advanced_liquid_compressor, Advanced Liquid Compressor
pneumaticcraft:heat_sink, Heat Sink
pneumaticcraft:vortex_tube, Vortex Tube
pneumaticcraft:programmable_controller, Programmable Controller
pneumaticcraft:gas_lift, Gas Lift
pneumaticcraft:refinery, リファイナリー
pneumaticcraft:thermopneumatic_processing_plant, Thermopneumatic Processing Plant
pneumaticcraft:kerosene_lamp, Kerosene Lamp
pneumaticcraft:sentry_turret, Sentry Turret
pneumaticcraft:flux_compressor, Flux Compressor
pneumaticcraft:pneumatic_dynamo, Pneumatic Dynamo
pneumaticcraft:fake_ice, tile.fake_ice.name
pneumaticcraft:thermal_compressor, Thermal Compressor
pneumaticcraft:drone_interface, Drone Interface
pneumaticcraft:safety_tube_module, Safety Tube Module
pneumaticcraft:pressure_gauge_module, Pressure Gauge Tube Module
pneumaticcraft:flow_detector_module, Flow Detector Tube Module
pneumaticcraft:air_grate_module, Air Grate Tube Module
pneumaticcraft:regulator_tube_module, Regulator Tube Module
pneumaticcraft:charging_module, Charging Module
pneumaticcraft:logistics_module, Logistics Module
pneumaticcraft:redstone_module, スクリーンモジュール: レッドストーン
projectex:energy_link, Basic Energy EMC Link
projectex:personal_link, Personal EMC Link
projectex:refined_link, Refined EMC Link
projectex:compressed_refined_link, Compressed Refined EMC Link
projectex:collector:0, Basic Collector [MK1]
projectex:collector:1, Dark Matter Collector [MK2]
projectex:collector:2, Red Matter Collector [MK3]
projectex:collector:3, Magenta Matter Collector [MK4]
projectex:collector:4, Pink Matter Collector [MK5]
projectex:collector:5, Purple Matter Collector [MK6]
projectex:collector:6, Violet Matter Collector [MK7]
projectex:collector:7, Blue Matter Collector [MK8]
projectex:collector:8, Cyan Matter Collector [MK9]
projectex:collector:9, Green Matter Collector [MK10]
projectex:collector:10, Lime Matter Collector [MK11]
projectex:collector:11, Yellow Matter Collector [MK12]
projectex:collector:12, Orange Matter Collector [MK13]
projectex:collector:13, White Matter Collector [MK14]
projectex:collector:14, Fading Matter Collector [MK15]
projectex:collector:15, The Final Collector
projectex:relay:0, Basic Relay [MK1]
projectex:relay:1, Dark Matter Relay [MK2]
projectex:relay:2, Red Matter Relay [MK3]
projectex:relay:3, Magenta Matter Relay [MK4]
projectex:relay:4, Pink Matter Relay [MK5]
projectex:relay:5, Purple Matter Relay [MK6]
projectex:relay:6, Violet Matter Relay [MK7]
projectex:relay:7, Blue Matter Relay [MK8]
projectex:relay:8, Cyan Matter Relay [MK9]
projectex:relay:9, Green Matter Relay [MK10]
projectex:relay:10, Lime Matter Relay [MK11]
projectex:relay:11, Yellow Matter Relay [MK12]
projectex:relay:12, Orange Matter Relay [MK13]
projectex:relay:13, White Matter Relay [MK14]
projectex:relay:14, Fading Matter Relay [MK15]
projectex:relay:15, The Final Relay
projectex:compressed_collector:0, Basic Collector [MK1]
projectex:compressed_collector:1, Dark Matter Collector [MK2]
projectex:compressed_collector:2, Red Matter Collector [MK3]
projectex:compressed_collector:3, Magenta Matter Collector [MK4]
projectex:compressed_collector:4, Pink Matter Collector [MK5]
projectex:compressed_collector:5, Purple Matter Collector [MK6]
projectex:compressed_collector:6, Violet Matter Collector [MK7]
projectex:compressed_collector:7, Blue Matter Collector [MK8]
projectex:compressed_collector:8, Cyan Matter Collector [MK9]
projectex:compressed_collector:9, Green Matter Collector [MK10]
projectex:compressed_collector:10, Lime Matter Collector [MK11]
projectex:compressed_collector:11, Yellow Matter Collector [MK12]
projectex:compressed_collector:12, Orange Matter Collector [MK13]
projectex:compressed_collector:13, White Matter Collector [MK14]
projectex:compressed_collector:14, Fading Matter Collector [MK15]
projectex:compressed_collector:15, The Final Collector
projectex:power_flower:0, Basic Power Flower Bonsai Pot [MK1]
projectex:power_flower:1, Dark Matter Power Flower Bonsai Pot [MK2]
projectex:power_flower:2, Red Matter Power Flower Bonsai Pot [MK3]
projectex:power_flower:3, Magenta Matter Power Flower Bonsai Pot [MK4]
projectex:power_flower:4, Pink Matter Power Flower Bonsai Pot [MK5]
projectex:power_flower:5, Purple Matter Power Flower Bonsai Pot [MK6]
projectex:power_flower:6, Violet Matter Power Flower Bonsai Pot [MK7]
projectex:power_flower:7, Blue Matter Power Flower Bonsai Pot [MK8]
projectex:power_flower:8, Cyan Matter Power Flower Bonsai Pot [MK9]
projectex:power_flower:9, Green Matter Power Flower Bonsai Pot [MK10]
projectex:power_flower:10, Lime Matter Power Flower Bonsai Pot [MK11]
projectex:power_flower:11, Yellow Matter Power Flower Bonsai Pot [MK12]
projectex:power_flower:12, Orange Matter Power Flower Bonsai Pot [MK13]
projectex:power_flower:13, White Matter Power Flower Bonsai Pot [MK14]
projectex:power_flower:14, Fading Matter Power Flower Bonsai Pot [MK15]
projectex:power_flower:15, The Final Power Flower Bonsai Pot
projectex:stone_table, Stone Transmutation Table
projectex:alchemy_table, Alchemy Table
projectex:magnum_star_ein, Magnum Star Ein
projectex:magnum_star_zwei, Magnum Star Zwei
projectex:magnum_star_drei, Magnum Star Drei
projectex:magnum_star_vier, Magnum Star Vier
projectex:magnum_star_sphere, Magnum Star Sphere
projectex:magnum_star_omega, Magnum Star Omega
projectex:colossal_star_ein, Colossal Star Ein
projectex:colossal_star_zwei, Colossal Star Zwei
projectex:colossal_star_drei, Colossal Star Drei
projectex:colossal_star_vier, Colossal Star Vier
projectex:colossal_star_sphere, Colossal Star Sphere
projectex:colossal_star_omega, Colossal Star Omega
projectex:matter:0, Magenta Matter
projectex:matter:1, Pink Matter
projectex:matter:2, Purple Matter
projectex:matter:3, Violet Matter
projectex:matter:4, Blue Matter
projectex:matter:5, Cyan Matter
projectex:matter:6, Green Matter
projectex:matter:7, Lime Matter
projectex:matter:8, Yellow Matter
projectex:matter:9, Orange Matter
projectex:matter:10, White Matter
projectex:matter:11, Fading Matter
projectex:final_star_shard, The Final Star Shard
projectex:final_star, The Final Star
projectex:knowledge_sharing_book, Knowledge Sharing Book
projectex:arcane_tablet, Arcane Transmutation Tablet
rftools:smartwrench, スマートレンチ
rftools:rftools_manual, [RFTools・マニュアル]
rftools:rftools_shape_manual, [RFTools・シェイプマニュアル]
rftools:dimensional_shard, 次元の結晶片
rftools:shard_wand, シャードワンド(デバッグ)
rftools:infused_diamond, 超越化したダイヤモンド
rftools:infused_enderpearl, 超越化したエンダーパール
rftools:syringe, 注射器
rftools:peace_essence, 平穏の情報因子
rftools:developers_delight, [開発者の愉悦]
rftools:network_monitor, RFネットワークモニター
rftools:modifier_module, スキャンモディファイアー
rftools:storage_module_tablet, ストレージタブレット
rftools:storage_module:0, Tier 1 Storage Module
rftools:storage_module:1, Tier 2 Storage Module
rftools:storage_module:2, Tier 3 Storage Module
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, 種別モジュール(鉱石辞書)
rftools:generic_module, 種別モジュール(一般)
rftools:filter_module, フィルターモジュール
rftools:teleport_probe, テレポータープローブ
rftools:charged_porter, チャージドポーター
rftools:advanced_charged_porter, 上位チャージドポーター
rftools:text_module, スクリーンモジュール: テキスト
rftools:inventory_module, スクリーンモジュール: インベントリ
rftools:inventoryplus_module, スクリーンモジュール: インベントリ+
rftools:energy_module, スクリーンモジュール: エネルギー
rftools:energyplus_module, スクリーンモジュール: エネルギー+
rftools:clock_module, スクリーンモジュール: クロック
rftools:fluid_module, スクリーンモジュール: 液体
rftools:fluidplus_module, スクリーンモジュール: 液体+
rftools:machineinformation_module, スクリーンモジュール: マシン-info
rftools:computer_module, スクリーンモジュール: コンピューター
rftools:button_module, スクリーンモジュール: ボタン
rftools:elevator_button_module, スクリーンモジュール: エレベーターボタン
rftools:redstone_module, スクリーンモジュール: レッドストーン
rftools:counter_module, スクリーンモジュール: カウンター
rftools:counterplus_module, スクリーンモジュール: カウンター+
rftools:storage_control_module, スクリーンモジュール: ストレージコントロール
rftools:dump_module, スクリーンモジュール: ダンプ
rftools:space_chamber_card, 空間格納カード
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:shape_card:10, Shape Card (Placing Liquids)
rftools:powercell_card, パワーセルカード
rftools:regeneration_module, 環境モジュール: 再生能力
rftools:regenerationplus_module, 環境モジュール: 再生能力+
rftools:speed_module, 環境モジュール: 移動速度上昇
rftools:speedplus_module, 環境モジュール: 移動速度上昇+
rftools:haste_module, 環境モジュール: 採掘速度上昇
rftools:hasteplus_module, 環境モジュール: 採掘速度上昇+
rftools:saturation_module, 環境モジュール: 満腹度回復
rftools:saturationplus_module, 環境モジュール: 満腹度回復+
rftools:featherfalling_module, 環境モジュール: 落下耐性
rftools:featherfallingplus_module, 環境モジュール: 落下耐性+
rftools:flight_module, 環境モジュール: 飛行
rftools:peaceful_module, 環境モジュール: ピースフル
rftools:waterbreathing_module, 環境モジュール: 水中呼吸
rftools:nightvision_module, 環境モジュール: 暗視
rftools:blindness_module, 環境モジュール: 盲目
rftools:weakness_module, 環境モジュール: 弱体化
rftools:poison_module, 環境モジュール: 毒
rftools:slowness_module, 環境モジュール: 鈍化
rftools:glowing_module, 環境モジュール: 発光
rftools:luck_module, 環境モジュール: 幸運
rftools:noteleport_module, 環境モジュール: テレポート防止
rftools:orphaning_card, 所持権放棄カード
rftools:security_card, セキュリティカード
rftools:machine_frame, マシンフレーム
rftools:machine_base, マシンベース
rftools:dimensional_shard_ore:0, Dimensional Shard Ore
rftools:dimensional_shard_ore:1, Dimensional Shard Ore
rftools:dimensional_shard_ore:2, Dimensional Shard Ore
rftools:coalgenerator, 石炭発電機
rftools:crafter1, クラフターマシン(Tier 1)
rftools:crafter2, クラフターマシン(Tier 2)
rftools:crafter3, クラフターマシン(Tier 3)
rftools:modular_storage, モジュラーストレージ
rftools:remote_storage, リモートストレージ
rftools:storage_terminal, ストレージターミナル
rftools:level_emitter, レベルエミッター
rftools:matter_transmitter, 転送装置:送信機
rftools:matter_receiver, 転送装置:受信機
rftools:dialing_device, 転送:ダイヤル装置
rftools:simple_dialer, 転送:ダイヤル切り替え装置
rftools:destination_analyzer, 転送:到着地アナライザー
rftools:matter_booster, 転送:強行送信装置
rftools:screen, スクリーン
rftools:creative_screen, クリエイティブスクリーン
rftools:screen_controller, スクリーン制御装置
rftools:redstone_transmitter_block, レッドストーン送信器
rftools:redstone_receiver_block, レッドストーン受信器
rftools:sequencer_block, シーケンサーゲート
rftools:counter_block, カウンターゲート
rftools:logic_block, ロジックゲート
rftools:invchecker_block, インベントリチェッカーゲート
rftools:sensor_block, センサーゲート
rftools:analog_block, アナログゲート
rftools:digit_block, ディジットゲート
rftools:wire_block, ワイヤーゲート
rftools:timer_block, タイマーゲート
rftools:machine_infuser, マシンインフューザー
rftools:space_chamber, 空間格納: コーナーブロック
rftools:space_chamber_controller, 空間格納: 制御ブロック
rftools:support_block, サポートブロック
rftools:builder, ビルダー装置
rftools:composer, 形状コンポーザー
rftools:locator, ロケーター
rftools:projector, 形状プロジェクター
rftools:scanner, スキャナー
rftools:remote_scanner, リモートスキャナー
rftools:powercell, RFパワーセル
rftools:powercell_advanced, 上位パワーセル
rftools:powercell_creative, クリエイティブパワーセル
rftools:powercell_simple, 簡易パワーセル
rftools:relay, RFパワーリレー
rftools:rf_monitor, RFモニター
rftools:liquid_monitor, 液体モニター
rftools:shield_block1, シールドプロジェクター(Tier 1)
rftools:shield_block2, シールドプロジェクター(Tier 2)
rftools:shield_block3, シールドプロジェクター(Tier 3)
rftools:shield_block4, シールドプロジェクター(Tier 4)
rftools:invisible_shield_block, 見えないシールドブロック
rftools:notick_invisible_shield_block, 見えないシールドブロック
rftools:invisible_shield_block_opaque, 見えないシールドブロック
rftools:notick_invisible_shield_block_opaque, 見えないシールドブロック
rftools:shield_template_block:0, Shield Template
rftools:shield_template_block:1, Shield Template
rftools:shield_template_block:2, Shield Template
rftools:shield_template_block:3, Shield Template
rftools:solid_shield_block, 固体シールドブロック
rftools:notick_solid_shield_block, 固体シールドブロック
rftools:camo_shield_block, 擬装シールドブロック
rftools:notick_camo_shield_block, 擬装シールドブロック
rftools:solid_shield_block_opaque, 固体シールドブロック
rftools:notick_solid_shield_block_opaque, 固体シールドブロック
rftools:camo_shield_block_opaque, 擬装シールドブロック
rftools:notick_camo_shield_block_opaque, 擬装シールドブロック
rftools:environmental_controller, 環境制御装置
rftools:spawner, スポナー装置
rftools:matter_beamer, 物質伝送装置
rftools:block_protector, ブロックプロテクター
rftools:item_filter, アイテムフィルター
rftools:security_manager, セキュリティマネージャ
rftools:endergenic, エンダージェニック発電機
rftools:pearl_injector, パールインジェクター
rftools:ender_monitor, エンダーモニター
rftools:storage_scanner, ストレージスキャナー
rftools:elevator, エレベーター
rftools:booster, ブースター装置
rftoolsdim:dimlet_base, 次元素子のベースプレート
rftoolsdim:dimlet_control_circuit:0, Dimlet Control Circuit Rarity 0
rftoolsdim:dimlet_control_circuit:1, Dimlet Control Circuit Rarity 1
rftoolsdim:dimlet_control_circuit:2, Dimlet Control Circuit Rarity 2
rftoolsdim:dimlet_control_circuit:3, Dimlet Control Circuit Rarity 3
rftoolsdim:dimlet_control_circuit:4, Dimlet Control Circuit Rarity 4
rftoolsdim:dimlet_control_circuit:5, Dimlet Control Circuit Rarity 5
rftoolsdim:dimlet_control_circuit:6, Dimlet Control Circuit Rarity 6
rftoolsdim:dimlet_energy_module:0, Dimlet Basic Energy Module
rftoolsdim:dimlet_energy_module:1, Dimlet Regular Energy Module
rftoolsdim:dimlet_energy_module:2, Dimlet Advanced Energy Module
rftoolsdim:dimlet_memory_unit:0, Dimlet Basic Memory Unit
rftoolsdim:dimlet_memory_unit:1, Dimlet Regular Memory Unit
rftoolsdim:dimlet_memory_unit:2, Dimlet Advanced Memory Unit
rftoolsdim:dimlet_type_controller:0, Dimlet Biome Type Controller
rftoolsdim:dimlet_type_controller:1, Dimlet Liquid Type Controller
rftoolsdim:dimlet_type_controller:2, Dimlet Material Type Controller
rftoolsdim:dimlet_type_controller:3, Dimlet Mob Type Controller
rftoolsdim:dimlet_type_controller:4, Dimlet Sky Type Controller
rftoolsdim:dimlet_type_controller:5, Dimlet Structure Type Controller
rftoolsdim:dimlet_type_controller:6, Dimlet Terrain Type Controller
rftoolsdim:dimlet_type_controller:7, Dimlet Feature Type Controller
rftoolsdim:dimlet_type_controller:8, Dimlet Time Type Controller
rftoolsdim:dimlet_type_controller:9, Dimlet Digit Type Controller
